Pattern,Problem,Source,Path,Last Reviewed (YYYY-MM-DD),Confidence (1-5),Notes
Binary Tree / BST,BST,BinaryTree,src/main/java/BinaryTree/BST.java,,,
Binary Tree / BST,BST  Check,BinaryTree,src/main/java/BinaryTree/Practice_2022/BST_Check.java,,,
Binary Tree / BST,BST  Delete,BinaryTree,src/main/java/BinaryTree/Practice_2022/BST_Delete.java,,,
Binary Tree / BST,BST  Floor  Ceiling  Class,BinaryTree,src/main/java/BinaryTree/BST_Floor_Ceiling_Class.java,,,
Binary Tree / BST,BST  Iterator,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P9_BST_Iterator.java,,,
Binary Tree / BST,BST  Kth Element,BinaryTree,src/main/java/BinaryTree/Practice_2022/BST_KthElement.java,,,
Binary Tree / BST,BST  Search,BinaryTree,src/main/java/BinaryTree/Practice_2022/BST_Search.java,,,
Binary Tree / BST,BST LCA,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P6_BST_LCA.java,,,
Binary Tree / BST,BST LCA,BinaryTree,src/main/java/BinaryTree/Practice_2022/BST_LCA.java,,,
Binary Tree / BST,BST One Child,BinaryTree,src/main/java/BinaryTree/BSTOneChild.java,,,
Binary Tree / BST,BST Operations,Session,src/main/java/Session/May2024/TechBoost/BinaryTree/BSTOperations.java,,,
Binary Tree / BST,BST Questions,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/BSTQuestions.java,,,
Binary Tree / BST,BST Smallest Kth Number,TechboostJune2020,src/main/java/TechboostJune2020/BST/BSTSmallestKthNumber.java,,,
Binary Tree / BST,BT  Doubly LL,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/BT_Doubly_LL.java,,,
Binary Tree / BST,BT  Inorder  Postorder,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P9_BT_Inorder_Postorder.java,,,
Binary Tree / BST,BT  Inorder  Preorder,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P8_BT_Inorder_Preorder.java,,,
Binary Tree / BST,BT  Recur  Traversals,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/P1_BT_Recur_Traversals.java,,,
Binary Tree / BST,BT  Same  Tree  Prob,TechBoost_Old,src/main/java/TechBoost_Old/BT_Same_Tree_Prob.java,,,
Binary Tree / BST,BT 24 LCA,BinaryTree,src/main/java/BinaryTree/Practice_2022/BT_24_LCA.java,,,
Binary Tree / BST,BT 25  ConvertB Tto Sum Tree,BinaryTree,src/main/java/BinaryTree/Practice_2022/BT_25_ConvertBTtoSumTree.java,,,
Binary Tree / BST,BT ConversionBST,TechboostJune2020,src/main/java/TechboostJune2020/BST/BTConversionBST.java,,,
Binary Tree / BST,BT Node,Session,src/main/java/Session/May2024/TechBoost/BinaryTree/BTNode.java,,,
Binary Tree / BST,BT Operations,Session,src/main/java/Session/May2024/TechBoost/BinaryTree/BTOperations.java,,,
Binary Tree / BST,BT Upside Down,TechboostJune2020,src/main/java/TechboostJune2020/BinaryTree/BTUpsideDown.java,,,
Binary Tree / BST,Catalan Number,BinaryTree,src/main/java/BinaryTree/CatalanNumber.java,,,
Binary Tree / BST,Ceil BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P1_Ceil_BST.java,,,
Binary Tree / BST,Check Two Trees Identical,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P5_CheckTwoTreesIdentical.java,,,
Binary Tree / BST,checking Mirror,BinaryTree,src/main/java/BinaryTree/checkingMirror.java,,,
Binary Tree / BST,Children Sum Property,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P4_ChildrenSumProperty.java,,,
Binary Tree / BST,Common Utils,BinaryTree,src/main/java/BinaryTree/Practice_2022/CommonUtils.java,,,
Binary Tree / BST,Complete Binary Tree,BinaryTree,src/main/java/BinaryTree/CompleteBinaryTree.java,,,
Binary Tree / BST,Construct BT  Pre Order  In Order,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P8_Construct_BT_PreOrder_InOrder.java,,,
Binary Tree / BST,construct Special Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/constructSpecialTree.java,,,
Binary Tree / BST,Construct Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/ConstructTree.java,,,
Binary Tree / BST,Construct Tree From In Order Pre Order  Class,BinaryTree,src/main/java/BinaryTree/ConstructTreeFromInOrderPreOrder_Class.java,,,
Binary Tree / BST,Construct Tree Post Order In Order,BinaryTree,src/main/java/BinaryTree/Practice_2022/ConstructTreePostOrderInOrder.java,,,
Binary Tree / BST,Construct Tree Pre Order In Order,BinaryTree,src/main/java/BinaryTree/Practice_2022/ConstructTreePreOrderInOrder.java,,,
Binary Tree / BST,ConstructBST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/Miscellaneous/P1_ConstructBST.java,,,
Binary Tree / BST,ConstructBST  Preorder,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P7_ConstructBST_Preorder.java,,,
Binary Tree / BST,ConstructBST Pre Order,BinaryTree,src/main/java/BinaryTree/ConstructBSTPreOrder.java,,,
Binary Tree / BST,Convert BT  Circular DLL,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/Convert_BT_Circular_DLL.java,,,
Binary Tree / BST,convert Tree sum Of Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/convertTree_sumOfTree.java,,,
Binary Tree / BST,count Leaf,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/countLeaf.java,,,
Binary Tree / BST,Count Total Nodes In CompeleteBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P6_CountTotalNodesInCompeleteBT.java,,,
Binary Tree / BST,Cousin Node,BinaryTree,src/main/java/BinaryTree/Practice_2022/CousinNode.java,,,
Binary Tree / BST,Cousin Nodes,BinaryTree,src/main/java/BinaryTree/CousinNodes.java,,,
Binary Tree / BST,Coverting Sorted Array,BinaryTree,src/main/java/BinaryTree/CovertingSortedArray.java,,,
Binary Tree / BST,coverting To Mirror,BinaryTree,src/main/java/BinaryTree/covertingToMirror.java,,,
Binary Tree / BST,De SerializeN Array,BinaryTree,src/main/java/BinaryTree/DeSerializeNArray.java,,,
Binary Tree / BST,deepest Node,BinaryTree,src/main/java/BinaryTree/deepestNode.java,,,
Binary Tree / BST,Delete InBT,BinaryTree,src/main/java/BinaryTree/Practice_2022/DeleteInBT.java,,,
Binary Tree / BST,Delete Node BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P3_DeleteNode_BST.java,,,
Binary Tree / BST,delete Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/deleteTree.java,,,
Binary Tree / BST,Deleting Tree,BinaryTree,src/main/java/BinaryTree/DeletingTree.java,,,
Binary Tree / BST,Demo,BinaryTree,src/main/java/BinaryTree/Demo.java,,,
Binary Tree / BST,Depth OfBT,BinaryTree,src/main/java/BinaryTree/Practice_2022/DepthOfBT.java,,,
Binary Tree / BST,Design  Add  Search  Words,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P13_Design_Add_Search_Words.java,,,
Binary Tree / BST,Diagonal Binary Tree,BinaryTree,src/main/java/BinaryTree/Practice_2022/DiagonalBinaryTree.java,,,
Binary Tree / BST,diagonal Of Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/diagonalOfTree.java,,,
Binary Tree / BST,diagonal Sum,BinaryTree,src/main/java/BinaryTree/diagonalSum.java,,,
Binary Tree / BST,diameter Of Tree,BinaryTree,src/main/java/BinaryTree/diameterOfTree.java,,,
Binary Tree / BST,diameter Of Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/diameterOfTree.java,,,
Binary Tree / BST,Diameter OfBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P3_DiameterOfBT.java,,,
Binary Tree / BST,Diameter OfBT,BinaryTree,src/main/java/BinaryTree/Practice_2022/DiameterOfBT.java,,,
Binary Tree / BST,Diameter Tree,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/DiameterTree.java,,,
Binary Tree / BST,duplicates Handling,BinaryTree,src/main/java/BinaryTree/duplicatesHandling.java,,,
Binary Tree / BST,Exactly One Child  Class,BinaryTree,src/main/java/BinaryTree/ExactlyOneChild_Class.java,,,
Binary Tree / BST,existence Of Path For Given Sum,BinaryTree,src/main/java/BinaryTree/existenceOfPathForGivenSum.java,,,
Binary Tree / BST,Fibonacci,BinaryTree,src/main/java/BinaryTree/Fibonacci.java,,,
Binary Tree / BST,given Range,BinaryTree,src/main/java/BinaryTree/givenRange.java,,,
Binary Tree / BST,height Balanced,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/heightBalanced.java,,,
Binary Tree / BST,Height Of Tree,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P1_HeightOfTree.java,,,
Binary Tree / BST,IdenticalBST,BinaryTree,src/main/java/BinaryTree/IdenticalBST.java,,,
Binary Tree / BST,In Order Predecessor Successor,BinaryTree,src/main/java/BinaryTree/InOrderPredecessorSuccessor.java,,,
Binary Tree / BST,in Order Traversal,BinaryTree,src/main/java/BinaryTree/inOrderTraversal.java,,,
Binary Tree / BST,Inorder  Itr  Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/P3_Inorder_Itr_Traversal.java,,,
Binary Tree / BST,Inorder  Successor  Predecessor,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P8_Inorder_Successor_Predecessor.java,,,
Binary Tree / BST,Insert Node BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P2_InsertNode_BST.java,,,
Binary Tree / BST,inserting An Element,BinaryTree,src/main/java/BinaryTree/insertingAnElement.java,,,
Binary Tree / BST,Invert Tree,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P3_InvertTree.java,,,
Binary Tree / BST,is BalancedBST,BinaryTree,src/main/java/BinaryTree/isBalancedBST.java,,,
Binary Tree / BST,Is BT  Balanced,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P2_Is_BT_Balanced.java,,,
Binary Tree / BST,isBST Prob,Session,src/main/java/Session/May2024/TechBoost/BinaryTree/isBSTProb.java,,,
Binary Tree / BST,Iterative Traversal,TechboostJune2020,src/main/java/TechboostJune2020/BinaryTree/IterativeTraversal.java,,,
Binary Tree / BST,Kth  Smallest  Element,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P10_Kth_Smallest_Element.java,,,
Binary Tree / BST,Kth Largest Smallest Element BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P4_KthLargestSmallestElement_BST.java,,,
Binary Tree / BST,kth Smallest Element,BinaryTree,src/main/java/BinaryTree/kthSmallestElement.java,,,
Binary Tree / BST,LargestBST In Binary Tree  Class,BinaryTree,src/main/java/BinaryTree/LargestBSTInBinaryTree_Class.java,,,
Binary Tree / BST,LargestBST IN BT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P12_LargestBST_IN_BT.java,,,
Binary Tree / BST,LCA,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P11_LCA.java,,,
Binary Tree / BST,LCA,BinaryTree,src/main/java/BinaryTree/LCA.java,,,
Binary Tree / BST,LCA BT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P2_LCA_BT.java,,,
Binary Tree / BST,LCA Prob,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/LCAProb.java,,,
Binary Tree / BST,Leaf Traversal,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/LeafTraversal.java,,,
Binary Tree / BST,Left View,BinaryTree,src/main/java/BinaryTree/LeftView.java,,,
Binary Tree / BST,Left View OfBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P11_LeftViewOfBT.java,,,
Binary Tree / BST,Left View Tree,BinaryTree,src/main/java/BinaryTree/Practice_2022/LeftViewTree.java,,,
Binary Tree / BST,Level Order Traversal,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P5_LevelOrderTraversal.java,,,
Binary Tree / BST,level Order Traversal,BinaryTree,src/main/java/BinaryTree/levelOrderTraversal.java,,,
Binary Tree / BST,Levelorder  Itr  Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/P5_Levelorder_Itr_Traversal.java,,,
Binary Tree / BST,LL to  Binary Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/LL_to_BinaryTree.java,,,
Binary Tree / BST,Max  Depth,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P1_Max_Depth.java,,,
Binary Tree / BST,Max Binary Tree,BinaryTree,src/main/java/BinaryTree/MaxBinaryTree.java,,,
Binary Tree / BST,Max Path Sum,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P4_MaxPathSum.java,,,
Binary Tree / BST,Max Sum InBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P4_MaxSumInBT.java,,,
Binary Tree / BST,max Width Binary Tree,BinaryTree,src/main/java/BinaryTree/maxWidthBinaryTree.java,,,
Binary Tree / BST,Max Width InBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P3_MaxWidthInBT.java,,,
Binary Tree / BST,Maximum Depth,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/MaximumDepth.java,,,
Binary Tree / BST,Maximum Sum,BinaryTree,src/main/java/BinaryTree/Practice_2022/MaximumSum.java,,,
Binary Tree / BST,Merge TwoBST,BinaryTree,src/main/java/BinaryTree/MergeTwoBST.java,,,
Binary Tree / BST,min Depth,BinaryTree,src/main/java/BinaryTree/minDepth.java,,,
Binary Tree / BST,Min Max BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_1/P3_MinMax_BST.java,,,
Binary Tree / BST,Minimum Depth,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/MinimumDepth.java,,,
Binary Tree / BST,mirror Tree,BinaryTree,src/main/java/BinaryTree/mirrorTree.java,,,
Binary Tree / BST,Mirror Tree,BinaryTree,src/main/java/BinaryTree/Practice_2022/MirrorTree.java,,,
Binary Tree / BST,mirror Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/mirrorTree.java,,,
Binary Tree / BST,Morris Inorder Traversal,BinaryTree,src/main/java/BinaryTree/MorrisInorderTraversal.java,,,
Binary Tree / BST,Multiple Trees,BinaryTree,src/main/java/BinaryTree/Practice_2022/MultipleTrees.java,,,
Binary Tree / BST,My Binary Tree,BinaryTree,src/main/java/BinaryTree/MyBinaryTree.java,,,
Binary Tree / BST,Neighbour Relation,BinaryTree,src/main/java/BinaryTree/NeighbourRelation.java,,,
Binary Tree / BST,No Sibbling Nodes,BinaryTree,src/main/java/BinaryTree/NoSibblingNodes.java,,,
Binary Tree / BST,num Of Full Nodes,BinaryTree,src/main/java/BinaryTree/numOfFullNodes.java,,,
Binary Tree / BST,num Of Leaf,BinaryTree,src/main/java/BinaryTree/numOfLeaf.java,,,
Binary Tree / BST,odd Depth,BinaryTree,src/main/java/BinaryTree/oddDepth.java,,,
Binary Tree / BST,post Order Traversal,BinaryTree,src/main/java/BinaryTree/postOrderTraversal.java,,,
Binary Tree / BST,Postorder  Itr  Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/P4_Postorder_Itr_Traversal.java,,,
Binary Tree / BST,Pre Order ConversionBST,TechboostJune2020,src/main/java/TechboostJune2020/BST/PreOrderConversionBST.java,,,
Binary Tree / BST,pre Order Traversal,BinaryTree,src/main/java/BinaryTree/preOrderTraversal.java,,,
Binary Tree / BST,Pred Order,BinaryTree,src/main/java/BinaryTree/TechBoost/PredOrder.java,,,
Binary Tree / BST,Preorder  Itr  Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/P2_Preorder_Itr_Traversal.java,,,
Binary Tree / BST,print All Path,BinaryTree,src/main/java/BinaryTree/printAllPath.java,,,
Binary Tree / BST,print Ancestors,BinaryTree,src/main/java/BinaryTree/printAncestors.java,,,
Binary Tree / BST,Program,BinaryTree,src/main/java/BinaryTree/Practice_2022/Program.java,,,
Binary Tree / BST,RecoverBST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P11_RecoverBST.java,,,
Binary Tree / BST,Recursive Traversal,TechboostJune2020,src/main/java/TechboostJune2020/BinaryTree/RecursiveTraversal.java,,,
Binary Tree / BST,remove All Nodes,BinaryTree,src/main/java/BinaryTree/removeAllNodes.java,,,
Binary Tree / BST,remove Half Nodes,BinaryTree,src/main/java/BinaryTree/removeHalfNodes.java,,,
Binary Tree / BST,remove Outside Range,BinaryTree,src/main/java/BinaryTree/removeOutsideRange.java,,,
Binary Tree / BST,Reverse  Level Order Traversal,BinaryTree,src/main/java/BinaryTree/Reverse_LevelOrderTraversal.java,,,
Binary Tree / BST,Right Neighbour,BinaryTree,src/main/java/BinaryTree/RightNeighbour.java,,,
Binary Tree / BST,Right View,BinaryTree,src/main/java/BinaryTree/RightView.java,,,
Binary Tree / BST,Right View OfBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P12_RightViewOfBT.java,,,
Binary Tree / BST,Right View Tree,BinaryTree,src/main/java/BinaryTree/Practice_2022/RightViewTree.java,,,
Binary Tree / BST,Root To Leaf,BinaryTree,src/main/java/BinaryTree/Practice_2022/RootToLeaf.java,,,
Binary Tree / BST,root To Leaf,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/rootToLeaf.java,,,
Binary Tree / BST,Root To Node Path,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_3_Hard/P1_RootToNodePath.java,,,
Binary Tree / BST,Same  Tree,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P2_Same_Tree.java,,,
Binary Tree / BST,Search InBST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_1/P2_SearchInBST.java,,,
Binary Tree / BST,Searching Node,BinaryTree,src/main/java/BinaryTree/SearchingNode.java,,,
Binary Tree / BST,Serialize  Deserialize BT,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P6_Serialize_Deserialize_BT.java,,,
Binary Tree / BST,Serialize Narray,BinaryTree,src/main/java/BinaryTree/SerializeNarray.java,,,
Binary Tree / BST,size OfBT,BinaryTree,src/main/java/BinaryTree/sizeOfBT.java,,,
Binary Tree / BST,size OfBT,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/sizeOfBT.java,,,
Binary Tree / BST,sorted Array to BST,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/sortedArray_to_BST.java,,,
Binary Tree / BST,Sorted ArraytoBST,BinaryTree,src/main/java/BinaryTree/SortedArraytoBST.java,,,
Binary Tree / BST,SortedDL LtoBST,BinaryTree,src/main/java/BinaryTree/SortedDLLtoBST.java,,,
Binary Tree / BST,SortedL LtoBST,BinaryTree,src/main/java/BinaryTree/SortedLLtoBST.java,,,
Binary Tree / BST,Specific Order Traversal,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/SpecificOrderTraversal.java,,,
Binary Tree / BST,Spiral Level Order Traversal,BinaryTree,src/main/java/BinaryTree/SpiralLevelOrderTraversal.java,,,
Binary Tree / BST,Structurally Identical,BinaryTree,src/main/java/BinaryTree/StructurallyIdentical.java,,,
Binary Tree / BST,Sub Tree Of Another Tree,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P7_SubTreeOfAnotherTree.java,,,
Binary Tree / BST,Subtree,Leetcode,src/main/java/Leetcode/BinaryTree/Medium/Subtree.java,,,
Binary Tree / BST,sum Of All Elements,BinaryTree,src/main/java/BinaryTree/sumOfAllElements.java,,,
Binary Tree / BST,sum Of Greater Elements,BinaryTree,src/main/java/BinaryTree/sumOfGreaterElements.java,,,
Binary Tree / BST,sum Of Left Leaf,BinaryTree,src/main/java/BinaryTree/sumOfLeftLeaf.java,,,
Binary Tree / BST,sum Property,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/sumProperty.java,,,
Binary Tree / BST,Swapping NodesBST,BinaryTree,src/main/java/BinaryTree/SwappingNodesBST.java,,,
Binary Tree / BST,Symmetric,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/Symmetric.java,,,
Binary Tree / BST,SymmetricBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P13_SymmetricBT.java,,,
Binary Tree / BST,Ternary Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/TernaryTree.java,,,
Binary Tree / BST,Threaded  Binary Tree,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/Threaded_BinaryTree.java,,,
Binary Tree / BST,Threaded Binary Tree Node,BinaryTree,src/main/java/BinaryTree/ThreadedBinaryTreeNode.java,,,
Binary Tree / BST,Top View,BinaryTree,src/main/java/BinaryTree/TopView.java,,,
Binary Tree / BST,Top View,BinaryTree,src/main/java/BinaryTree/Practice_2022/TopView.java,,,
Binary Tree / BST,Top View OfBT,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P9_TopViewOfBT.java,,,
Binary Tree / BST,Traversal,BinaryTree,src/main/java/BinaryTree/Traversal.java,,,
Binary Tree / BST,Tree Basic Operations,TechboostJune2020,src/main/java/TechboostJune2020/BinaryTree/TreeBasicOperations.java,,,
Binary Tree / BST,Tree BST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P5_Tree_BST.java,,,
Binary Tree / BST,Tree Map Example,JavaCollection,src/main/java/JavaCollection/TreeMapExample.java,,,
Binary Tree / BST,Tree Node,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_1_Traversals/TreeNode.java,,,
Binary Tree / BST,Tree Set Example,JavaCollection,src/main/java/JavaCollection/TreeSetExample.java,,,
Binary Tree / BST,triplet InBST,BinaryTree,src/main/java/BinaryTree/tripletInBST.java,,,
Binary Tree / BST,Two Sum InBST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S14_BST/S14_2/P10_TwoSumInBST.java,,,
Binary Tree / BST,UniqueBST,BinaryTree,src/main/java/BinaryTree/Practice_2022/UniqueBST.java,,,
Binary Tree / BST,Utils,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/Utils.java,,,
Binary Tree / BST,Validate BST,TakeUForward,src/main/java/TakeUForward/Blind75/Tree/P9_Validate_BST.java,,,
Binary Tree / BST,Vertical Order,BinaryTree,src/main/java/BinaryTree/VerticalOrder.java,,,
Binary Tree / BST,Vertical Order,BinaryTree,src/main/java/BinaryTree/Practice_2022/VerticalOrder.java,,,
Binary Tree / BST,Vertical Order,BinaryTree,src/main/java/BinaryTree/GeeksForGeeks/VerticalOrder.java,,,
Binary Tree / BST,Vertical Order Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P8_VerticalOrderTraversal.java,,,
Binary Tree / BST,Vertical Sum,BinaryTree,src/main/java/BinaryTree/Practice_2022/VerticalSum.java,,,
Binary Tree / BST,Vertical Sum  Class,BinaryTree,src/main/java/BinaryTree/VerticalSum_Class.java,,,
Binary Tree / BST,Width OfBT,BinaryTree,src/main/java/BinaryTree/Practice_2022/WidthOfBT.java,,,
Binary Tree / BST,Zig Zag  Traversal,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S13_BinaryTrees/S13_2_Medium/P6_ZigZag_Traversal.java,,,
Binary Tree / BST,Zig Zag Traversal,Leetcode,src/main/java/Leetcode/BinaryTree/Easy/ZigZagTraversal.java,,,
Binary Tree / BST,zig Zag Traversal,BinaryTree,src/main/java/BinaryTree/zigZagTraversal.java,,,
Binary Tree / BST,Zig Zag Traversal,BinaryTree,src/main/java/BinaryTree/Practice_2022/ZigZagTraversal.java,,,
Bit Manipulation,Check  Even  Odd,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S8_Bit_Manipulation/Techie_Delight_Bitwise/P1_Check_Even_Odd.java,,,
Bit Manipulation,Detect  Opposite  Sign,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S8_Bit_Manipulation/Techie_Delight_Bitwise/P2_Detect_Opposite_Sign.java,,,
Bit Manipulation,Opposite Signs,BitManipulation,src/main/java/BitManipulation/OppositeSigns.java,,,
Disjoint Set / MST,Account  Merge,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P6_Account_Merge.java,,,
Disjoint Set / MST,Armstrong,Company,src/main/java/Company/Armstrong.java,,,
Disjoint Set / MST,ATM State,DesignPattern,src/main/java/DesignPattern/StatePattern/ATM/ATMState.java,,,
Disjoint Set / MST,Connecting  Graph,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P5_Connecting_Graph.java,,,
Disjoint Set / MST,Disjoint  Set,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P2_Disjoint_Set.java,,,
Disjoint Set / MST,Kruskal  Algo MST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P3_Kruskal_Algo_MST.java,,,
Disjoint Set / MST,Num  Of  Islands,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P7_Num_Of_Islands.java,,,
Disjoint Set / MST,Number  Of  Province,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P4_Number_Of_Province.java,,,
Disjoint Set / MST,Number Is Arm Strong Number,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S1_LearnBasics/S1_3_BasicMaths/P5_NumberIsArmStrongNumber.java,,,
Disjoint Set / MST,Prim  Algo MST,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S15_Graphs/S15_5_MST_DisjointSet/P1_Prim_Algo_MST.java,,,
Disjoint Set / MST,Queue From Stacks,Queue,src/main/java/Queue/Practice_2022/QueueFromStacks.java,,,
Dynamic Programming,Best  Time  To  Buy  Sell  Cooldown,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S16_DP/S16_6_DP_Stocks/P5_Best_Time_To_Buy_Sell_Cooldown.java,,,
Dynamic Programming,Best  Time  To  Buy  Sell  Transaction Fee,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S16_DP/S16_6_DP_Stocks/P5_Best_Time_To_Buy_Sell_TransactionFee.java,,,
Dynamic Programming,Best  Time  To  Buy  Stock,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S16_DP/S16_6_DP_Stocks/P1_Best_Time_To_Buy_Stock.java,,,
Dynamic Programming,Best  Time II,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S16_DP/S16_6_DP_Stocks/P2_Best_Time_II.java,,,
Dynamic Programming,Best  Time III,TakeUForward,src/main/java/TakeUForward/CompleteCourse_456/S16_DP/S16_6_DP_Stocks/P3_Best_Time_III.java,,,
